geoitem,geolevel,R_121a
pv31,prov_id,"Als provinciale organisatie bouwen we geen woningen. De provinciale rol is ondersteuner, procesmanager, partner. Wij brengen stakeholders bij elkaar via de Woonkeuken (2x per jaar), via de Woonkamer (ambtelijke corporatie en gemeenten, 4x per jaar), via Provinciale Versnellingstafels (2x per jaar). Daarnaast bieden we met het Versnellingsmenu een breed palet aan momenten om beter met elkaar samen te werken. Formele besluiten worden genomen via het bestuurlijke overleg Fysieke Leefomgeving en de regionale bestuurlijke en ambtelijke overleggen."
